source,chunk
CIS_Controls_v8_Online.22.02.pdf,29
CIS_Controls_v8_Online.22.02.pdf,30
CIS_Controls_v8_Online.22.02.pdf,31
CIS_Controls_v8_Online.22.02.pdf,32
CIS_Controls_v8_Online.22.02.pdf,33
CIS_Controls_v8_Online.22.02.pdf,34
CIS_Controls_v8_Online.22.02.pdf,35
CIS_Controls_v8_Online.22.02.pdf,36
CIS_Controls_v8_Online.22.02.pdf,37
CIS_Controls_v8_Online.22.02.pdf,38
CIS_Controls_v8_Online.22.02.pdf,39
CIS_Controls_v8_Online.22.02.pdf,40
CIS_Controls_v8_Online.22.02.pdf,41
CIS_Controls_v8_Online.22.02.pdf,42
CIS_Controls_v8_Online.22.02.pdf,43
CIS_Controls_v8_Online.22.02.pdf,44
CIS_Controls_v8_Online.22.02.pdf,45
CIS_Controls_v8_Online.22.02.pdf,46
CIS_Controls_v8_Online.22.02.pdf,47
CIS_Controls_v8_Online.22.02.pdf,48
CIS_Controls_v8_Online.22.02.pdf,49
CIS_Controls_v8_Online.22.02.pdf,50
CIS_Controls_v8_Online.22.02.pdf,51
CIS_Controls_v8_Online.22.02.pdf,52
CIS_Controls_v8_Online.22.02.pdf,53
CIS_Controls_v8_Online.22.02.pdf,54
CIS_Controls_v8_Online.22.02.pdf,55
CIS_Controls_v8_Online.22.02.pdf,56
CIS_Controls_v8_Online.22.02.pdf,57
CIS_Controls_v8_Online.22.02.pdf,58
CIS_Controls_v8_Online.22.02.pdf,59
CIS_Controls_v8_Online.22.02.pdf,60
CIS_Controls_v8_Online.22.02.pdf,61
CIS_Controls_v8_Online.22.02.pdf,62
CIS_Controls_v8_Online.22.02.pdf,63
CIS_Controls_v8_Online.22.02.pdf,64
CIS_Controls_v8_Online.22.02.pdf,65
CIS_Controls_v8_Online.22.02.pdf,66
CIS_Controls_v8_Online.22.02.pdf,67
CIS_Controls_v8_Online.22.02.pdf,68
CIS_Controls_v8_Online.22.02.pdf,69
CIS_Controls_v8_Online.22.02.pdf,70
CIS_Controls_v8_Online.22.02.pdf,71
CIS_Controls_v8_Online.22.02.pdf,72
CIS_Controls_v8_Online.22.02.pdf,73
CIS_Controls_v8_Online.22.02.pdf,74
CIS_Controls_v8_Online.22.02.pdf,75
CIS_Controls_v8_Online.22.02.pdf,76
CIS_Controls_v8_Online.22.02.pdf,77
CIS_Controls_v8_Online.22.02.pdf,78
CIS_Controls_v8_Online.22.02.pdf,79
CIS_Controls_v8_Online.22.02.pdf,80
CIS_Controls_v8_Online.22.02.pdf,81
CIS_Controls_v8_Online.22.02.pdf,82
CIS_Controls_v8_Online.22.02.pdf,83
CIS_Controls_v8_Online.22.02.pdf,84
CIS_Controls_v8_Online.22.02.pdf,85
CIS_Controls_v8_Online.22.02.pdf,86
CIS_Controls_v8_Online.22.02.pdf,87
CIS_Controls_v8_Online.22.02.pdf,88
CIS_Controls_v8_Online.22.02.pdf,89
CIS_Controls_v8_Online.22.02.pdf,90
CIS_Controls_v8_Online.22.02.pdf,91
CIS_Controls_v8_Online.22.02.pdf,92
CIS_Controls_v8_Online.22.02.pdf,93
CIS_Controls_v8_Online.22.02.pdf,94
CIS_Controls_v8_Online.22.02.pdf,95
CIS_Controls_v8_Online.22.02.pdf,96
CIS_Controls_v8_Online.22.02.pdf,97
CIS_Controls_v8_Online.22.02.pdf,98
CIS_Controls_v8_Online.22.02.pdf,99
CIS_Controls_v8_Online.22.02.pdf,100
CIS_Controls_v8_Online.22.02.pdf,101
CIS_Controls_v8_Online.22.02.pdf,102
CIS_Controls_v8_Online.22.02.pdf,103
CIS_Controls_v8_Online.22.02.pdf,104
CIS_Controls_v8_Online.22.02.pdf,105
CIS_Controls_v8_Online.22.02.pdf,106
CIS_Controls_v8_Online.22.02.pdf,107
CIS_Controls_v8_Online.22.02.pdf,108
CIS_Controls_v8_Online.22.02.pdf,109
CIS_Controls_v8_Online.22.02.pdf,110
CIS_Controls_v8_Online.22.02.pdf,111
CIS_Controls_v8_Online.22.02.pdf,112
CIS_Controls_v8_Online.22.02.pdf,113
CIS_Controls_v8_Online.22.02.pdf,114
CIS_Controls_v8_Online.22.02.pdf,115
CIS_Controls_v8_Online.22.02.pdf,116
CIS_Controls_v8_Online.22.02.pdf,117
CIS_Controls_v8_Online.22.02.pdf,118
CIS_Controls_v8_Online.22.02.pdf,119
CIS_Controls_v8_Online.22.02.pdf,120
CIS_Controls_v8_Online.22.02.pdf,121
CIS_Controls_v8_Online.22.02.pdf,122
CIS_Controls_v8_Online.22.02.pdf,123
CIS_Controls_v8_Online.22.02.pdf,124
CIS_Controls_v8_Online.22.02.pdf,125
CIS_Controls_v8_Online.22.02.pdf,126
CIS_Controls_v8_Online.22.02.pdf,127
CIS_Controls_v8_Online.22.02.pdf,128
CIS_Controls_v8_Online.22.02.pdf,129
CIS_Controls_v8_Online.22.02.pdf,130
CIS_Controls_v8_Online.22.02.pdf,131
CIS_Controls_v8_Online.22.02.pdf,132
CIS_Controls_v8_Online.22.02.pdf,133
CIS_Controls_v8_Online.22.02.pdf,134
CIS_Controls_v8_Online.22.02.pdf,135
CIS_Controls_v8_Online.22.02.pdf,136
CIS_Controls_v8_Online.22.02.pdf,137
CIS_Controls_v8_Online.22.02.pdf,138
CIS_Controls_v8_Online.22.02.pdf,139
CIS_Controls_v8_Online.22.02.pdf,140
CIS_Controls_v8_Online.22.02.pdf,141
CIS_Controls_v8_Online.22.02.pdf,142
CIS_Controls_v8_Online.22.02.pdf,143
CIS_Controls_v8_Online.22.02.pdf,144
CIS_Controls_v8_Online.22.02.pdf,145
CIS_Controls_v8_Online.22.02.pdf,146
CIS_Controls_v8_Online.22.02.pdf,147
CIS_Controls_v8_Online.22.02.pdf,148
CIS_Controls_v8_Online.22.02.pdf,149
CIS_Controls_v8_Online.22.02.pdf,150
CIS_Controls_v8_Online.22.02.pdf,151
CIS_Controls_v8_Online.22.02.pdf,152
CIS_Controls_v8_Online.22.02.pdf,153
CIS_Controls_v8_Online.22.02.pdf,154
CIS_Controls_v8_Online.22.02.pdf,155
CIS_Controls_v8_Online.22.02.pdf,156
CIS_Controls_v8_Online.22.02.pdf,157
CIS_Controls_v8_Online.22.02.pdf,158
CIS_Controls_v8_Online.22.02.pdf,159
CIS_Controls_v8_Online.22.02.pdf,160
CIS_Controls_v8_Online.22.02.pdf,161
CIS_Controls_v8_Online.22.02.pdf,162
CIS_Controls_v8_Online.22.02.pdf,163
CIS_Controls_v8_Online.22.02.pdf,164
CIS_Controls_v8_Online.22.02.pdf,165
CIS_Controls_v8_Online.22.02.pdf,166
CIS_Controls_v8_Online.22.02.pdf,167
CIS_Controls_v8_Online.22.02.pdf,168
CIS_Controls_v8_Online.22.02.pdf,169
CIS_Controls_v8_Online.22.02.pdf,170
CIS_Controls_v8_Online.22.02.pdf,171
CIS_Controls_v8_Online.22.02.pdf,172
CIS_Controls_v8_Online.22.02.pdf,173
CIS_Controls_v8_Online.22.02.pdf,174
CIS_Controls_v8_Online.22.02.pdf,175
CIS_Controls_v8_Online.22.02.pdf,176
CIS_Controls_v8_Online.22.02.pdf,177
CIS_Controls_v8_Online.22.02.pdf,178
CIS_Controls_v8_Online.22.02.pdf,179
CIS_Controls_v8_Online.22.02.pdf,180
CIS_Controls_v8_Online.22.02.pdf,181
CIS_Controls_v8_Online.22.02.pdf,182
CIS_Controls_v8_Online.22.02.pdf,183
CIS_Controls_v8_Online.22.02.pdf,184
CIS_Controls_v8_Online.22.02.pdf,185
CIS_Controls_v8_Online.22.02.pdf,186
CIS_Controls_v8_Online.22.02.pdf,187
CIS_Controls_v8_Online.22.02.pdf,188
CIS_Controls_v8_Online.22.02.pdf,189
CIS_Controls_v8_Online.22.02.pdf,190
CIS_Controls_v8_Online.22.02.pdf,191
CIS_Controls_v8_Online.22.02.pdf,192
CIS_Controls_v8_Online.22.02.pdf,193
CIS_Controls_v8_Online.22.02.pdf,194
CIS_Controls_v8_Online.22.02.pdf,195
CIS_Controls_v8_Online.22.02.pdf,196
CIS_Controls_v8_Online.22.02.pdf,197
CIS_Controls_v8_Online.22.02.pdf,198
CIS_Controls_v8_Online.22.02.pdf,199
CIS_Controls_v8_Online.22.02.pdf,200
CIS_Controls_v8_Online.22.02.pdf,201
CIS_Controls_v8_Online.22.02.pdf,202
CIS_Controls_v8_Online.22.02.pdf,203
CIS_Controls_v8_Online.22.02.pdf,204
CIS_Controls_v8_Online.22.02.pdf,205
CIS_Controls_v8_Online.22.02.pdf,206
CIS_Controls_v8_Online.22.02.pdf,207
CIS_Controls_v8_Online.22.02.pdf,208
CIS_Controls_v8_Online.22.02.pdf,209
CIS_Controls_v8_Online.22.02.pdf,210
CIS_Controls_v8_Online.22.02.pdf,211
CIS_Controls_v8_Online.22.02.pdf,212
CIS_Controls_v8_Online.22.02.pdf,213
CIS_Controls_v8_Online.22.02.pdf,214
CIS_Controls_v8_Online.22.02.pdf,215
CIS_Controls_v8_Online.22.02.pdf,216
CIS_Controls_v8_Online.22.02.pdf,217
CIS_Controls_v8_Online.22.02.pdf,218
CIS_Controls_v8_Online.22.02.pdf,219
CIS_Controls_v8_Online.22.02.pdf,220
CIS_Controls_v8_Online.22.02.pdf,221
CIS_Controls_v8_Online.22.02.pdf,222
CIS_Controls_v8_Online.22.02.pdf,223
CIS_Controls_v8_Online.22.02.pdf,224
CIS_Controls_v8_Online.22.02.pdf,225
CIS_Controls_v8_Online.22.02.pdf,226
CIS_Controls_v8_Online.22.02.pdf,227
CIS_Controls_v8_Online.22.02.pdf,228
CIS_Controls_v8_Online.22.02.pdf,229
CIS_Controls_v8_Online.22.02.pdf,230
CIS_Controls_v8_Online.22.02.pdf,231
CIS_Controls_v8_Online.22.02.pdf,232
CIS_Controls_v8_Online.22.02.pdf,233
CIS_Controls_v8_Online.22.02.pdf,234
CIS_Controls_v8_Online.22.02.pdf,235
CIS_Controls_v8_Online.22.02.pdf,236
CIS_Controls_v8_Online.22.02.pdf,237
CIS_Controls_v8_Online.22.02.pdf,238
CIS_Controls_v8_Online.22.02.pdf,239
CIS_Controls_v8_Online.22.02.pdf,240
CIS_Controls_v8_Online.22.02.pdf,241
CIS_Controls_v8_Online.22.02.pdf,242
CIS_Controls_v8_Online.22.02.pdf,243
CIS_Controls_v8_Online.22.02.pdf,244
CIS_Controls_v8_Online.22.02.pdf,245
CIS_Controls_v8_Online.22.02.pdf,246
CIS_Controls_v8_Online.22.02.pdf,247
CIS_Controls_v8_Online.22.02.pdf,248
CIS_Controls_v8_Online.22.02.pdf,249
CIS_Controls_v8_Online.22.02.pdf,250
CIS_Controls_v8_Online.22.02.pdf,251
CIS_Controls_v8_Online.22.02.pdf,252
CIS_Controls_v8_Online.22.02.pdf,253
CIS_Controls_v8_Online.22.02.pdf,254
CIS_Controls_v8_Online.22.02.pdf,255
CIS_Controls_v8_Online.22.02.pdf,256
CIS_Controls_v8_Online.22.02.pdf,257
CIS_Controls_v8_Online.22.02.pdf,258
CIS_Controls_v8_Online.22.02.pdf,259
CIS_Controls_v8_Online.22.02.pdf,260
CIS_Controls_v8_Online.22.02.pdf,261
CIS_Controls_v8_Online.22.02.pdf,262
CIS_Controls_v8_Online.22.02.pdf,263
CIS_Controls_v8_Online.22.02.pdf,264
CIS_Controls_v8_Online.22.02.pdf,265
CIS_Controls_v8_Online.22.02.pdf,266
CIS_Controls_v8_Online.22.02.pdf,267
CIS_Controls_v8_Online.22.02.pdf,268
CIS_Controls_v8_Online.22.02.pdf,269
CIS_Controls_v8_Online.22.02.pdf,270
CIS_Controls_v8_Online.22.02.pdf,271
CIS_Controls_v8_Online.22.02.pdf,272
CIS_Controls_v8_Online.22.02.pdf,273
CIS_Controls_v8_Online.22.02.pdf,274
CIS_Controls_v8_Online.22.02.pdf,275
CIS_Controls_v8_Online.22.02.pdf,276
CIS_Controls_v8_Online.22.02.pdf,277
CIS_Controls_v8_Online.22.02.pdf,278
CIS_Controls_v8_Online.22.02.pdf,279
CIS_Controls_v8_Online.22.02.pdf,280
CIS_Controls_v8_Online.22.02.pdf,281
CIS_Controls_v8_Online.22.02.pdf,282
CIS_Controls_v8_Online.22.02.pdf,283
CIS_Controls_v8_Online.22.02.pdf,284
CIS_Controls_v8_Online.22.02.pdf,285
CIS_Controls_v8_Online.22.02.pdf,286
CIS_Controls_v8_Online.22.02.pdf,287
CIS_Controls_v8_Online.22.02.pdf,288
CIS_Controls_v8_Online.22.02.pdf,289
CIS_Controls_v8_Online.22.02.pdf,290
CIS_Controls_v8_Online.22.02.pdf,291
CIS_Controls_v8_Online.22.02.pdf,292
CIS_Controls_v8_Online.22.02.pdf,293
CIS_Controls_v8_Online.22.02.pdf,294
CIS_Controls_v8_Online.22.02.pdf,295
CIS_Controls_v8_Online.22.02.pdf,296
CIS_Controls_v8_Online.22.02.pdf,297
CIS_Controls_v8_Online.22.02.pdf,298
CIS_Controls_v8_Online.22.02.pdf,299
CIS_Controls_v8_Online.22.02.pdf,300
CIS_Controls_v8_Online.22.02.pdf,301
CIS_Controls_v8_Online.22.02.pdf,302
CIS_Controls_v8_Online.22.02.pdf,303
CIS_Controls_v8_Online.22.02.pdf,304
CIS_Controls_v8_Online.22.02.pdf,305
CIS_Controls_v8_Online.22.02.pdf,306
CIS_Controls_v8_Online.22.02.pdf,307
CIS_Controls_v8_Online.22.02.pdf,308
CIS_Controls_v8_Online.22.02.pdf,309
CIS_Controls_v8_Online.22.02.pdf,310
CIS_Controls_v8_Online.22.02.pdf,311
CIS_Controls_v8_Online.22.02.pdf,312
CIS_Controls_v8_Online.22.02.pdf,313
CIS_Controls_v8_Online.22.02.pdf,314
CIS_Controls_v8_Online.22.02.pdf,315
CIS_Controls_v8_Online.22.02.pdf,316
CIS_Controls_v8_Online.22.02.pdf,317
CIS_Controls_v8_Online.22.02.pdf,318
CIS_Controls_v8_Online.22.02.pdf,319
CIS_Controls_v8_Online.22.02.pdf,320
CIS_Controls_v8_Online.22.02.pdf,321
CIS_Controls_v8_Online.22.02.pdf,322
CIS_Controls_v8_Online.22.02.pdf,323
CIS_Controls_v8_Online.22.02.pdf,324
CIS_Controls_v8_Online.22.02.pdf,325
CIS_Controls_v8_Online.22.02.pdf,326
CIS_Controls_v8_Online.22.02.pdf,327
